id,name,url,program,degree,country,state,online,oncampus,department,created_at,updated_at,university_count,program_size,courses,admit_reqs,year_founded,notes,cost,visualization,machine learning,business,databases,programminglanguages,capstone,mapreduce,part-time,ethics
102,Northwestern College (Iowa),http://www.nwciowa.edu/online-learning/analytics,Analytics,Certificate,US,IA,TRUE,TRUE,Adult and Graduate Studies,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
103,University Of East London,http://www.uel.ac.uk/postgraduate/specs/datamining/,Data Mining And Knowledge Management,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
104,University Of Liverpool,http://www.liv.ac.uk/study/postgraduate/taught/faculty-of-science-and-engineering/school-of-electrical-engineering-electronics-and-computer-science/computer-science/mres/advanced-science-computer-sciences-data-mining-pathway/overview/,Data Mining,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
105,Telecom Sudparis,http://www.telecom-sudparis.eu/msc?idm=25,Automatic Data Processing,Masters,FR,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
106,Universit’© De Nantes,http://www.em-dmkm.eu/,Data Mining And Knowledge Management,Masters,EU,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
107,Universit’© Pierre Et Marie Curie,http://www.upmc.fr/en/education/diplomas/sciences_and_technologies/masters/master_of_computer_science/artificial_intelligence_and_decision_specialization_m2.html,Artificial Intelligence And Decision Specialization,Masters,FR,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
108,University Of Westminster,http://www.westminster.ac.uk/courses/subjects/business-information-systems/postgraduate-courses/part-time-evening-only/p09epbua-msc-business-intelligence-and-analytics,Business Intelligence And Analytics,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
109,Kth Royal Institute Of Technology,http://www.kth.se/en/studies/programmes/master/programmes/it/machinelearning,Machine Learning,Masters,SE,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
110,Aalto University,http://www.aalto.fi/en/studies/education/programme/machine_learning_data_mining_master/,Machine Learning And Data Mining,Masters,FI,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
111,University Of Bristol,http://www.bristol.ac.uk/prospectus/postgraduate/2013/prog_details/ENGF/247,Machine Learning And Data Mining,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
112,Dalarna University,http://www.du.se/en/bi,Business Intelligence,Masters,SE,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
113,University Of Helsinki,http://www.cs.helsinki.fi/en/prospective/algorithms-and-machine-learning,Algorithms And Machine Learning,Masters,FI,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
114,Aarhus University,http://kandidat.au.dk/en/economics-and-business-administration-business-intelligence/,Business Intelligence,Masters,DK,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,2,,,,,,,,,,,,,,,
115,University Of Milan-Bicocca,http://www.bimasterbicocca.it/index.php?lang=en,Business Intelligence & Decision Support Systems,Masters,IT,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
116,University College Dublin,http://www.smurfitschool.ie/businessanalytics/,Business Analytics,Masters,IE,,FALSE,TRUE,Business,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
117,Link’_ping University,http://www.liu.se/utbildning/pabyggnad/F7MSM?l=en,Statistics And Data Mining,Masters,SE,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
118,Aalborg University,http://www.studyguide.aau.dk/programmes/postgraduate/55777/,Data Engineering,Masters,DK,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
119,University Of St Andrews,http://www.creem.st-and.ac.uk/datamining/,Applied Statistics And Data Mining,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
120,University Of East Anglia,http://www.uea.ac.uk/study/postgraduate/taught-degree/detail/msc-knowledge-discovery-and-datamining,Knowledge Discovery And Data Mining,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
121,University Of Greenwich,http://www.cms.gre.ac.uk/postgraduate/dwadm.asp,Data Warehousing And Data Mining,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
122,De Montfort University,http://www.dmu.ac.uk/study/courses/postgraduate-courses/business-intelligence-systems-and-data-mining-msc.aspx,Business Intelligence Systems And Data Mining,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
123,University College London,http://www.csml.ucl.ac.uk/courses/msc_csml/,Computational Statistics And Machine Learning,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,3,,,,,,,,,,,,,,,
124,The University Of Edinburgh,http://www.ed.ac.uk/schools-departments/informatics/postgraduate/msc/msc-informatics,Informatics,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
125,"Royal Holloway, University Of London",http://www.rhul.ac.uk/computerscience/prospectivestudents/postgraduatetaught/bigdata.aspx,Data Science And Analytics,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
126,Sheffield Hallam University,http://www.shu.ac.uk/prospectus/course/1250/,Big Data Analytics,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,2,,,,,,,,,,,,,,,
127,Dublin Institute Of Technology,http://www.dit.ie/postgrad/programmes/dt228adt228bmscincomputingdataanalytics/,Data Analytics,Masters,IE,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
128,University College London,http://www.cs.ucl.ac.uk/admissions/msc_web_science/,Web Science And Big Data Analytics,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,3,,,,,,,,,,,,,,,
129,The University Of Manchester,http://www.manchester.ac.uk/postgraduate/taughtdegrees/courses/atoz/course/?code=08345&pg=2,Data And Knowledge Management,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
130,The George Washington University,http://business.gwu.edu/msba,Business Analytics,Masters,US,DC,FALSE,TRUE,Business,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
131,Penn State University,http://bdss.psu.edu/education,Social Data Analytics,Doctorate,US,PA,FALSE,TRUE,Interdisciplinary,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
132,University of Washington,http://escience.washington.edu/education-IGERT,Big Data,Doctorate,US,WA,FALSE,TRUE,Interdisciplinary,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,2,,,,,,,,,,,,,,,
133,Brown University,http://cs.brown.edu/~kraskat/phd.html,Big Data,Doctorate,US,RI,FALSE,TRUE,Computer Science,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
134,Carnegie Mellon University,http://vlis.isri.cmu.edu/,Computational Data Science,Masters,US,PA,FALSE,TRUE,Computer Science,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,2,67 per year,"systems track: databases, parallel computing, cloud computing, storage systems; analytics track: machine learning, web mining, information retrieval; capstone and electives and seminar",computer systems,2004,began in 2004 as MSIT degree in Very Large Information Systems,,,,,,,,,,
135,Indiana University-Purdue University Indianapolis,http://informatics.iupui.edu/graduate/phd/,Informatics,Doctorate,US,IN,FALSE,TRUE,School of Informatics,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
136,York University,http://www.schulich.yorku.ca/client/schulich/Schulich_LP4W_LND_WebStation.nsf/page/MSc+in+Business+Analytics?OpenDocument,Business Analytics,Masters,CA,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
137,University Of Essex,http://www.essex.ac.uk/csee/pg_taught/mscbigdata.aspx?goback=.gde_115439_member_193676745,Big Data And Text Analytics,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
138,University College London,http://www.csml.ucl.ac.uk/courses/msc_ml/,Machine Learning,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,3,,,,,,,,,,,,,,,
139,Maastricht University,http://www.maastrichtuniversity.nl/web/show/id=378498/langid=42,Business Intelligence,Masters,NL,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,2,,,,,,,,,,,,,,,
140,Ben-Gurion University Of The Negev,http://in.bgu.ac.il/en/engn/ise/Pages/Data_Mining_BI_En.aspx,Data Mining And Business Intelligence,Masters,IL,,FALSE,TRUE,,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
141,Virginia Commonwealth University,http://www.pubapps.vcu.edu/bulletins/prog_search/?did=20172,Business Analytics,Masters,US,VA,FALSE,TRUE,Business,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
142,University of Texas,http://www.mccombs.utexas.edu/Business-Analytics.aspx,Business Analytics,Masters,US,TX,FALSE,TRUE,Business,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
143,University Of Tennessee Knoxville,http://bus.utk.edu/soms/analytics/,Business Analytics,Masters,US,TN,FALSE,TRUE,Business,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
144,University Of Michigan-Dearborn,http://cob.umd.umich.edu/ms-business-analytics/,Business Analytics,Masters,US,MI,TRUE,TRUE,Business,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
145,University of Connecticut,http://msbapm.uconn.edu/,Business Analytics and Project Management,Masters,US,CT,FALSE,TRUE,Business,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,1,,,,,,,,,,,,,,,
146,Stanford University,http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1240186#searchResults,Biomedical Informatics,Masters,US,CA,TRUE,TRUE,School of Medicine,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,3,,,,,,,,,,,,,,,
147,Stanford University,http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=10555807,Mining Massive Data Sets,Certificate,US,CA,TRUE,TRUE,Center for Professional Development,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,3,,,,,,,,,,,,,,,
148,Rutgers University,http://psm.rutgers.edu/programs/analytics-data-sciences,Analytics,Masters,US,NJ,FALSE,TRUE,Master's of Business and Science,2015-01-10 04:13:15 UTC,2015-01-10 04:13:15 UTC,3,,,,,,,,,,,,,,,
149,Rutgers University,http://www.business.rutgers.edu/mba/concentrations/aim,Analytics and Information Management,Masters,US,NJ,FALSE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,3,,,,,,,,,,,,,,,
150,Purdue University,https://masters.krannert.purdue.edu/programs/mba/business-analytics/,Business Analytics,Masters,US,IN,FALSE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
151,Oakland University,http://www.oakland.edu/MSITM-BA,Business Analytics,Masters,US,CA,TRUE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
152,New Jersey Institute of Technology,http://online.njit.edu/programs/certs/datamining-cert.php,Data Mining,Certificate,US,NJ,FALSE,TRUE,none,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
153,Kennesaw State University,https://analytics.kennesaw.edu/academics/certificate/appl-stat/index.html,Applied Statistics,Certificate,US,GA,TRUE,TRUE,Statistics,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
154,Kennesaw State University,https://analytics.kennesaw.edu/academics/grad/MSAS/index.html,Applied Statistics,Masters,US,GA,FALSE,TRUE,Statistics,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
155,Johns Hopkins University,http://advanced.jhu.edu/academic/biotechnology/ms-in-bioinformatics/,Bioinformatics,Masters,US,MD,FALSE,TRUE,Advanced Academic Programs,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
156,Fordham University,http://www.bnet.fordham.edu/academics/ms_programs/ms_business_analytics/index.asp,Business Analytics,Masters,US,NY,FALSE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,"30 credits. data mining for business, database management, web analytics, text analytics, data warehousing","statistics, forecasting, modeling",,,,,,,,,,,,
157,Drexel University,http://www.lebow.drexel.edu/academics/programs/masters/business-analytics,Business Analytics,Masters,US,PA,FALSE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
158,Central Michigan University,http://www.cmich.edu/academics/sci_tech/math/academic_programs/graduate/Pages/default.aspx,Data Mining,Certificate,US,MI,FALSE,TRUE,Mathematics,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
159,Bentley University,http://www.bentley.edu/graduate/academics/ms-programs/marketing-analytics,Marketing Analytics,Masters,US,MA,FALSE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
160,Arizona State University,http://wpcarey.asu.edu/masters-programs/business-analytics,Business Analytics,Masters,US,AZ,FALSE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
161,Southern Methodist University,http://www.smu.edu/Dedman/Academics/Departments/Statistics/AppliedMSProgram,Statistics and Data Analytics,Masters,US,TX,FALSE,TRUE,Statistics,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
162,University of Dundee,http://www.computing.dundee.ac.uk/newsandevents/newsdetail.asp?978,Data Science,Masters,GB,,FALSE,TRUE,Computing,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
163,New York University (NYU),http://cds.nyu.edu/academics/ms-in-data-science/,Data Science,Masters,US,NY,FALSE,TRUE,Interdisciplinary,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
164,George Mason University,http://spacs.gmu.edu/minor-in-computational-and-data-sciences/,Computational Data Sciences Minor,Bachelors,US,VA,FALSE,TRUE,"School of Physics, Astronomy, and Computational Sciences",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,4,,,,,,,,,,,,,,,
165,George Mason University,http://spacs.gmu.edu/ms-in-computational-science/,Computational Science,Masters,US,VA,FALSE,TRUE,"School of Physics, Astronomy, and Computational Sciences",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,4,,"11 courses plus capstone. Business focused. Statistical analysis, research design for business, database design, data mining, linear and nonlinear models",,,,,,,,,,,,,
166,George Mason University,http://spacs.gmu.edu/phd-in-computational-sciences-and-informatics/,Computational Sciences and Informatics,Doctorate,US,VA,FALSE,TRUE,"School of Physics, Astronomy, and Computational Sciences",2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,4,,,,,,,,,,,,,,,
167,Central Connecticut State University,http://web.ccsu.edu/datamining/,Data Mining,Masters,US,CT,TRUE,FALSE,data mining,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
168,Loras College,http://www.loras.edu/Academics/MBA-Business-Analytics.aspx,Business Analytics,Masters,US,IA,FALSE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
169,Carnegie Mellon Unviersity,http://www.heinz.cmu.edu/school-of-information-systems-and-management/information-systems-management-mism/business-intelligence-data-analytics/index.aspx,Business Intelligence & Data Analytics,Masters,US,PA,TRUE,TRUE,School of Information Systems and Management,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
170,College of Charleston,http://datascience.cofc.edu/,Data Science,Bachelors,US,SC,FALSE,TRUE,Computer Science,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
171,New York University (NYU),http://www.stern.nyu.edu/programs-admissions/global-degrees/business-analytics/index.htm,Business Analytics,Masters,US,NY,FALSE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
172,Michigan State University,http://broad.msu.edu/businessanalytics/,Business Analytics,Masters,US,MI,FALSE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
173,Louisiana State University,http://businessanalytics.lsu.edu/,Business Analytics,Masters,US,LA,FALSE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
174,University of San Francisco,http://www.usfca.edu/analytics/,Analytics,Masters,US,CA,FALSE,TRUE,,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
175,Georgia Southern University,http://online.georgiasouthern.edu/index.php?link=grad_ComputerScience,Computer Science Concentration In Data,Masters,US,GA,TRUE,TRUE,Computer Science,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
176,University of Washington,http://www.pce.uw.edu/certificates/data-science.html,Data Science,Certificate,US,WA,TRUE,TRUE,Professional & Continuing Education,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
177,University of California - San Diego Extension,http://extension.ucsd.edu/programs/index.cfm?vAction=certDetail&vCertificateID=128&vStudyAreaID=14,Data Mining,Certificate,US,CA,TRUE,TRUE,,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
178,University of Cincinnati,http://business.uc.edu/programs/graduate/msbana.html,Business Analytics,Masters,US,OH,FALSE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
179,Stanford University,http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1209602,Data Mining and Applications,Certificate,US,CA,TRUE,FALSE,Center for Professional Development,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,3,,,,,,,,,,,,,,,
180,Northwestern University,http://www.analytics.northwestern.edu/,Analytics,Masters,US,IL,FALSE,TRUE,Engineering,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,32 per year,,none,,,"$78,110",,,,yes,"Java, Python (elective)",yes,yes,no,
181,Northwestern University,http://www.scs.northwestern.edu/program-areas/graduate/predictive-analytics/index.php,Predictive Analytics,Masters,US,IL,TRUE,FALSE,Continuing Studies,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
182,North Carolina State University,http://analytics.ncsu.edu/?page_id=1799,Analytics,Masters,US,NC,FALSE,TRUE,Institute for Advanced Analytics,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
183,Syracuse University,http://ischool.syr.edu/future/cas/datascience.aspx,Data Science,Certificate,US,NY,TRUE,TRUE,Information Studies,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
184,Stevens Institute of Technology,http://www.stevens.edu/sit/graduate/master-of-science-business-intelligence-and-analytics.cfm,Business Intelligence & Analytics,Masters,US,NJ,FALSE,TRUE,,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
185,Utrecht University,http://www.cs.uu.nl/education/,Business Informatics,Masters,NL,,FALSE,TRUE,Information and Computing Sciences,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
186,Tarleton State University,http://www.tarleton.edu/math/degrees/graduate.html#MSDataMining,Data Mining,Masters,US,TX,FALSE,TRUE,Mathematics,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,"calculus, statistics, programming",,,,,,,,,,,,
187,Villanova University,http://analytics.villanova.edu/,Analytics,Masters,US,PA,TRUE,FALSE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
188,University of Chicago,https://grahamschool.uchicago.edu/credit/master-science-analytics/index,Analytics,Masters,US,IL,FALSE,TRUE,Graham school of Continuing Liberal and Professional Studies,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,"11 courses plus capstone. Business focused. Statistical analysis, research design for business, database design, data mining, linear and nonlinear models",,,,,,,,,,,,,
189,Becker College,http://www.becker.edu/academics/departments-programs/data-science/,Data Science,Bachelors,US,MA,FALSE,TRUE,Data Science,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,SAS,statistics,2001,,,,,,,,,,,
190,University of Oklahoma,http://www.ou.edu/coe/datascience.html,Data Science and Analytics,Masters,US,OK,FALSE,TRUE,Engineering,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
191,Regis University,http://www.regis.edu/CCIS/Academics/Degrees-Programs/Certificates/GC-Data-Science.aspx,Data Science,Certificate,US,CO,TRUE,TRUE,College of Computer and Information Sciences,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
192,Northeastern University,http://www.ccs.neu.edu/graduate/degree-programs/certificate-data-science/,Data Science,Certificate,US,MA,TRUE,FALSE,College of Computer and Information Science and College of Social Sciences and Humanities,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,"statistics, data storage, data mining and machine learning with R or Matlab or Python, information design and visual analytics",,,,"$21,680",,,,,,,,,
193,Saint Peter's University,http://www.saintpeters.edu/data-science-and-business-analytics/,Data Science,Masters,US,NJ,FALSE,TRUE,Data Science,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,"R, SAS, and Weka. statistics, data mining & visualization, machine learning, predictive modeling, decision analysis & optimization, and applications in business, marketing, and information systems","statistics, databases, ",,,,,,,,,,,,
194,St. John's University,http://www.stjohns.edu/academics/schools-and-colleges/college-professional-studies/programs-and-majors/data-mining-and-predictive-analytics-master-science,Data Mining and Predictive Analytics,Masters,US,NY,FALSE,TRUE,,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,BS in computer science or related field,,,,,,,,,,,,
195,"University of North Carolina, Charlotte",http://analytics.uncc.edu/,Data Science and Business Analytics,Masters,US,NC,FALSE,TRUE,Data Science,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
196,"University of North Carolina, Charlotte",https://cci.uncc.edu/academic-programs/phd,Computing and Information Systems,Doctorate,US,NC,FALSE,TRUE,Computing and Informatics,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,,,,,,,,,,,
197,Drexel University,http://drexel.edu/cci/academics/graduate-programs/phd-information-studies/,Information Studies,Doctorate,US,PA,FALSE,TRUE,Computing and Informatics,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,,,,also available online,,,,,,,,,,
198,Chapman University,http://www.chapman.edu/scst/graduate/phd-computational-science.aspx,Computational and Data Sciences,Doctorate,US,CA,FALSE,TRUE,Interdisciplinary,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,java,"C, data structures",,also available online,,,,,,,,,,
199,University of Minnesota,http://carlsonschool.umn.edu/degrees/master-science-business-analytics,Business Analytics,Masters,US,MN,FALSE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
200,University of St. Thomas,http://www.stthomas.edu/gradsoftware/programs/masters/msdatascience/,Data Science,Masters,US,MN,FALSE,TRUE,Engineering,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,"statistics, calculus, computer science",,,,,,,,,,,,
201,Southern New Hampshire University,http://www.snhu.edu/online-degrees/undergraduate-degrees/data-analytics-bs-online.asp,Data Analytics,Bachelors,US,NH,TRUE,FALSE,none,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,2,,"data mining, modeling, communication, SAS or SQL",,,,"$38,400",,,,,,,,,
202,Instituto de Empresa,http://mbd.ie.edu/,Business Analytics and Big Data,Masters,ES,,FALSE,TRUE,,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
203,Arkansas Tech University,http://www.atu.edu/business/programs_bdanalytics.php,Business Data Analytics,Bachelors,US,AR,TRUE,FALSE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
204,Newcastle University,http://teaching.ncl.ac.uk/ccfbd-cdt,Cloud Computing for Big Data,Doctorate,GB,,FALSE,TRUE,Computing Science / Mathematics and Statistics,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
205,"University of California, Berkeley",http://www.eecs.berkeley.edu/MEng/index.shtml,Data Science and Systems Concentration,Masters,US,CA,FALSE,TRUE,Engineering,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,3,,,,,,,,,,,,,,,
206,St. Mary's University,https://www.stmarytx.edu/academics/business/undergraduate/accounting-data-analytics-major/,Data Analytics,Bachelors,US,TX,FALSE,TRUE,Business,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
207,City University London,http://www.city.ac.uk/courses/postgraduate/data-science-msc,Data Science,Masters,GB,,FALSE,TRUE,,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
208,University of Nottingham,http://www.nottingham.ac.uk/ugstudy/courses/computerscience/bsc-data-science.aspx,Data Science,Bachelors,GB,,FALSE,TRUE,Computer Science,2015-01-10 04:13:16 UTC,2015-01-10 04:13:16 UTC,1,,,,,,,,,,,,,,,
